Model,MAE,RMSE,R2,Accuracy_within_0.05_pct
Model_A_Weighted_Ensemble,0.013790981302523207,0.027640599534715708,0.9877055117450437,95.99007854485325
Model_B_Naive_Persistence,0.011406756713284392,0.046038376303864766,0.9658920564477789,94.83257544439851
